Sample ID,Ammonium,Ammonium std,BG province,Basis,Campaign,Chlorophyll a,Date,Date/Time,Depth Layer,Depth Layer Zone,Depth bathy,Depth bottom,Depth nominal,Depth top,Event,Functional Evenness,Functional Richness,Iron,Iron std,Latitude,Longitude,MHW category,MHW count,MP biome,Max Lyapunov Exp,Method/Device,Net PP carbon,Net PP carbon 30,Nitrate,Nitrate std,Nitrite,Nitrite std,OS region,Okubo-Weiss,Particulate Inorganic Carbon,Particulate Organic Carbon,Phosphate max,Phosphate median,Phosphate min,Radiation,Radiation 30,Radiation 8.1,Radiation 8.2,Residence time,SILVA_Chao,SILVA_Shannon,SILVA_ace,SILVA_func_diversity,SILVA_species_rich,SS Fluorescence,SS Quantum Fluorescence,SS Temp Grad,Sea Ice Conc,Sea Ice Free Days,Sea Ice Free End,Sea Ice Free Start,Sea Surface Chl a,Sea Surface Temp,Season,Shannon_D_mean_all,Shannon_D_mean_grp,Shannon_D_month_all,Shannon_D_month_grp,Shannon_P_mean,Shannon_P_month,Station,Strain Sub-mesoscale,Sunshine Duration,Time of Day,Total Suspended Matter,Year,u,v
TARA_X000000334,0.022870243,0.002392894,North Atlantic Subtropical Gyral Province,SV Tara,TARA_20090913Z,13.7497,2009-09-15,2009-09-15 15:00:00,SRF,Surface Water,-49.0,15.0,9,3.0,TARA_20090915T1500Z_004_EVENT_NET,,,0.001387698,2e-09,36.5533,-6.5669,Moderate,1,Westerlies Biome,0.031746,"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3",,832.628,0.008067715,0.003210727,0.044259438,0.014981045,North Atlantic Ocean,,0.0002519512199796,72.9579429626465,,,,47.267258,42.892536,43.949226,42.7839794158936,4.0,,,,,,1.17632,0.866533094,0.8599,0.0,365.0,365.0,1.0,0.280799493193626,23.055565,summer,,,,,,,TARA_004,,745.0,day,0.243606626987457,2009,,
TARA_X000000355,0.022870243,0.002392894,North Atlantic Subtropical Gyral Province,SV Tara,TARA_20090913Z,13.7497,2009-09-15,2009-09-15 15:00:00,SRF,Surface Water,-49.0,15.0,9,3.0,TARA_20090915T1500Z_004_EVENT_NET,0.745266014,14590.9,0.001387698,2e-09,36.5533,-6.5669,Moderate,1,Westerlies Biome,0.031746,"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3",,832.628,0.008067715,0.003210727,0.044259438,0.014981045,North Atlantic Ocean,,0.0002519512199796,72.9579429626465,,,,47.267258,42.892536,43.949226,42.7839794158936,4.0,3762.955009,6.635940557,3680.07789,7.145722249,2717.74,1.17632,0.866533094,0.8599,0.0,365.0,365.0,1.0,0.280799493193626,23.055565,summer,,,,,0.602176,0.666198,TARA_004,,745.0,day,0.243606626987457,2009,,
TARA_X000000412,0.022870243,0.002392894,North Atlantic Subtropical Gyral Province,SV Tara,TARA_20090913Z,13.7497,2009-09-15,2009-09-15 16:00:00,DCM,Deep Chlorophyll Maximum,-49.0,45.0,40,35.0,TARA_20090915T1600Z_004_EVENT_NET,0.746714862,14607.3,0.001387698,2e-09,36.5533,-6.5669,Moderate,1,Westerlies Biome,0.031746,"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3",,-4330.89,0.008067715,0.003210727,0.044259438,0.014981045,North Atlantic Ocean,,0.0002519512199796,72.9579429626465,,,,47.267258,42.892536,43.949226,42.7839794158936,4.0,4173.586521,6.849890504,4030.462814,7.160450669,3054.63,1.15753,0.866533094,0.8599,0.0,365.0,365.0,1.0,0.280799493193626,23.055565,summer,,,,,0.602176,0.666198,TARA_004,,745.0,day,0.243606626987457,2009,,
TARA_X000000399,0.022870243,0.002392894,North Atlantic Subtropical Gyral Province,SV Tara,TARA_20090913Z,13.7497,2009-09-15,2009-09-15 16:00:00,DCM,Deep Chlorophyll Maximum,-49.0,45.0,40,35.0,TARA_20090915T1600Z_004_EVENT_NET,,,0.001387698,2e-09,36.5533,-6.5669,Moderate,1,Westerlies Biome,0.031746,"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3",,-4330.89,0.008067715,0.003210727,0.044259438,0.014981045,North Atlantic Ocean,,0.0002519512199796,72.9579429626465,,,,47.267258,42.892536,43.949226,42.7839794158936,4.0,,,,,,1.15753,0.866533094,0.8599,0.0,365.0,365.0,1.0,0.280799493193626,23.055565,summer,,,,,,,TARA_004,,745.0,day,0.243606626987457,2009,,
TARA_X000000362,0.022870243,0.002392894,North Atlantic Subtropical Gyral Province,SV Tara,TARA_20090913Z,13.7497,2009-09-15,2009-09-15 18:00:00,DCM,Deep Chlorophyll Maximum,-49.0,45.0,40,35.0,TARA_20090915T1800Z_004_EVENT_PUMP,0.746714862,14607.3,0.001387698,2e-09,36.5533,-6.5669,Moderate,1,Westerlies Biome,0.031746,High Volume Peristaltic Pump,,-4330.89,0.008067715,0.003210727,0.044259438,0.014981045,North Atlantic Ocean,,0.0002519512199796,72.9579429626465,,,,47.267258,42.892536,43.949226,42.7839794158936,4.0,4173.586521,6.849890504,4030.462814,7.160450669,3054.63,1.15753,0.866533094,0.8599,0.0,365.0,365.0,1.0,0.280799493193626,23.055565,summer,,,,,0.602176,0.666198,TARA_004,,745.0,day,0.243606626987457,2009,,
TARA_X000000397,0.022870243,0.002392894,North Atlantic Subtropical Gyral Province,SV Tara,TARA_20090913Z,13.7497,2009-09-15,2009-09-15 18:00:00,DCM,Deep Chlorophyll Maximum,-49.0,45.0,40,35.0,TARA_20090915T1800Z_004_EVENT_PUMP,,,0.001387698,2e-09,36.5533,-6.5669,Moderate,1,Westerlies Biome,0.031746,High Volume Peristaltic Pump,,-4330.89,0.008067715,0.003210727,0.044259438,0.014981045,North Atlantic Ocean,,0.0002519512199796,72.9579429626465,,,,47.267258,42.892536,43.949226,42.7839794158936,4.0,,,,,,1.15753,0.866533094,0.8599,0.0,365.0,365.0,1.0,0.280799493193626,23.055565,summer,,,,,,,TARA_004,,745.0,day,0.243606626987457,2009,,
TARA_X000000158,0.022870243,0.002392894,North Atlantic Subtropical Gyral Province,SV Tara,TARA_20090913Z,30.8627,2009-09-15,2009-09-15 20:00:00,ZZZ,Marine Water,-62.0,500.0,0-500,0.0,TARA_20090915T2000Z_004_EVENT_NET,,,0.001387698,2e-09,36.5533,-6.5669,Moderate,1,Westerlies Biome,0.031746,"Plankton net, type=Bongo, mesh(µm)=300, mouth(m^2)=0.258319, length(m)=3",,,0.008067715,0.003210727,0.044259438,0.014981045,North Atlantic Ocean,,0.0002519512199796,72.9579429626465,,,,47.267258,42.892536,43.949226,42.7839794158936,4.0,,,,,,,0.866533094,0.73994,0.0,365.0,365.0,1.0,0.280799493193626,23.055565,summer,,,,,,,TARA_004,,745.0,night,0.243606626987457,2009,,
TARA_X000000156,0.022870243,0.002392894,North Atlantic Subtropical Gyral Province,SV Tara,TARA_20090913Z,13.7497,2009-09-15,2009-09-15 21:30:00,SRF,Surface Water,-49.0,15.0,9,3.0,TARA_20090915T2130Z_004_EVENT_NET,,,0.001387698,2e-09,36.5533,-6.5669,Moderate,1,Westerlies Biome,0.031746,"Plankton net, type=Regent, mesh(µm)=680, mouth(m^2)=0.754296, length(m)=4",,,0.008067715,0.003210727,0.044259438,0.014981045,North Atlantic Ocean,,0.0002519512199796,72.9579429626465,,,,47.267258,42.892536,43.949226,42.7839794158936,4.0,,,,,,,0.866533094,0.8599,0.0,365.0,365.0,1.0,0.280799493193626,23.055565,summer,,,,,,,TARA_004,,745.0,night,0.243606626987457,2009,,
TARA_X000000155,0.022870243,0.002392894,North Atlantic Subtropical Gyral Province,SV Tara,TARA_20090913Z,13.7497,2009-09-15,2009-09-15 22:30:00,DCM,Deep Chlorophyll Maximum,-49.0,45.0,40,35.0,TARA_20090915T2230Z_004_EVENT_NET,,,0.001387698,2e-09,36.5533,-6.5669,Moderate,1,Westerlies Biome,0.031746,"Plankton net, type=Regent, mesh(µm)=680, mouth(m^2)=0.754296, length(m)=4",,,0.008067715,0.003210727,0.044259438,0.014981045,North Atlantic Ocean,,0.0002519512199796,72.9579429626465,,,,47.267258,42.892536,43.949226,42.7839794158936,4.0,,,,,,,0.866533094,0.8599,0.0,365.0,365.0,1.0,0.280799493193626,23.055565,summer,,,,,,,TARA_004,,745.0,night,0.243606626987457,2009,,
TARA_X000000487,0.017367579,0.001912556,"Mediterranean Sea, Black Sea Province",SV Tara,TARA_20090919Z,24.5933,2009-09-20,2009-09-20 10:45:00,SRF,Surface Water,-1255.0,15.0,9,3.0,TARA_20090920T1045Z_005_EVENT_PUMP,,,0.001387427,3.89e-07,36.0088,-4.5184,Strong,2,Westerlies Biome,0.28453,High Volume Peristaltic Pump,,,0.009584777,0.006023994,0.026567896,0.005027868,Mediterranean Sea,-10.41738,9.7438100056e-05,45.4068031311035,0.1645,0.0925,0.06225,45.723,40.81927,40.582996,39.6434059143066,13.638889,,,,,,,0.659477951,6.8109,0.0,365.0,365.0,1.0,0.149463146924973,22.43661475,summer,0.418407,0.649529,0.63877,0.776829,0.709897,0.677384,TARA_005,,733.0,day,0.124259978532791,2009,66.915191,24.270961
TARA_X000000495,0.017367579,0.001912556,"Mediterranean Sea, Black Sea Province",SV Tara,TARA_20090919Z,24.5933,2009-09-20,2009-09-20 10:45:00,SRF,Surface Water,-1255.0,15.0,9,3.0,TARA_20090920T1045Z_005_EVENT_PUMP,,,0.001387427,3.89e-07,36.0088,-4.5184,Strong,2,Westerlies Biome,0.28453,High Volume Peristaltic Pump,,,0.009584777,0.006023994,0.026567896,0.005027868,Mediterranean Sea,-10.41738,9.7438100056e-05,45.4068031311035,0.1645,0.0925,0.06225,45.723,40.81927,40.582996,39.6434059143066,13.638889,,,,,,,0.659477951,6.8109,0.0,365.0,365.0,1.0,0.149463146924973,22.43661475,summer,,,,,,,TARA_005,,733.0,day,0.124259978532791,2009,66.915191,24.270961
TARA_A200000048,0.017367579,0.001912556,"Mediterranean Sea, Black Sea Province",SV Tara,TARA_20090919Z,24.8099,2009-09-20,2009-09-20 11:56:00,ZZZ,Marine Water,-1266.0,500.0,0-500,0.0,TARA_20090920T1156Z_005_EVENT_NET,,,0.001387427,3.89e-07,36.0255,-4.4408,Moderate,2,Westerlies Biome,0.28453,"Plankton net, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3",,,0.009584777,0.006023994,0.026567896,0.005027868,Mediterranean Sea,-10.41738,8.69323812366e-05,43.3740520477295,0.35575,0.165625,0.059,45.793747,41.029285,39.923237,41.0490074157715,13.638889,,,,,,,0.659477951,6.8789,0.0,365.0,365.0,1.0,0.131340160965919,22.84888975,summer,,,,,,,TARA_005,,733.0,day,0.101740710437298,2009,66.915191,24.270961
TARA_A200000023,0.017367579,0.001912556,"Mediterranean Sea, Black Sea Province",SV Tara,TARA_20090919Z,24.8099,2009-09-20,2009-09-20 15:20:00,ZZZ,Marine Water,-1266.0,35.0,30,25.0,TARA_20090920T1520Z_005_EVENT_CAST,,,0.001387427,3.89e-07,36.0169,-4.5049,Strong,2,Westerlies Biome,0.28453,CTD (sbe19) and Niskin bottles (8-L or 12-L) triggered with messengers,,,0.009584777,0.006023994,0.026567896,0.005027868,Mediterranean Sea,-10.41738,9.31535105337e-05,43.8446884155273,0.167,0.145875,0.12475,45.723,40.81927,40.582996,39.6434059143066,13.638889,,,,,,,0.659477951,6.8789,0.0,365.0,365.0,1.0,0.138814471662045,22.64275225,summer,,,,,,,TARA_005,,733.0,day,0.11475832387805,2009,66.915191,24.270961
TARA_A200000025,0.017367579,0.001912556,"Mediterranean Sea, Black Sea Province",SV Tara,TARA_20090919Z,24.8099,2009-09-20,2009-09-20 15:20:00,ZZZ,Marine Water,-1266.0,95.0,90,85.0,TARA_20090920T1520Z_005_EVENT_CAST,,,0.001387427,3.89e-07,36.0169,-4.5049,Strong,2,Westerlies Biome,0.28453,CTD (sbe19) and Niskin bottles (8-L or 12-L) triggered with messengers,,,0.009584777,0.006023994,0.026567896,0.005027868,Mediterranean Sea,-10.41738,9.31535105337e-05,43.8446884155273,0.20275,0.20275,0.20275,45.723,40.81927,40.582996,39.6434059143066,13.638889,,,,,,,0.659477951,6.8789,0.0,365.0,365.0,1.0,0.138814471662045,22.64275225,summer,,,,,,,TARA_005,,733.0,day,0.11475832387805,2009,66.915191,24.270961
TARA_A200000024,0.017367579,0.001912556,"Mediterranean Sea, Black Sea Province",SV Tara,TARA_20090919Z,24.8099,2009-09-20,2009-09-20 15:20:00,DCM,Deep Chlorophyll Maximum,-1266.0,70.0,65,60.0,TARA_20090920T1520Z_005_EVENT_CAST,,,0.001387427,3.89e-07,36.0169,-4.5049,Strong,2,Westerlies Biome,0.28453,CTD (sbe19) and Niskin bottles (8-L or 12-L) triggered with messengers,,,0.009584777,0.006023994,0.026567896,0.005027868,Mediterranean Sea,-10.41738,9.31535105337e-05,43.8446884155273,0.078,0.078,0.078,45.723,40.81927,40.582996,39.6434059143066,13.638889,,,,,,,0.659477951,6.8789,0.0,365.0,365.0,1.0,0.138814471662045,22.64275225,summer,,,,,,,TARA_005,,733.0,day,0.11475832387805,2009,66.915191,24.270961
TARA_A200000022,0.017367579,0.001912556,"Mediterranean Sea, Black Sea Province",SV Tara,TARA_20090919Z,24.8099,2009-09-20,2009-09-20 15:20:00,ZZZ,Marine Water,-1266.0,15.0,9,3.0,TARA_20090920T1520Z_005_EVENT_CAST,,,0.001387427,3.89e-07,36.0169,-4.5049,Strong,2,Westerlies Biome,0.28453,CTD (sbe19) and Niskin bottles (8-L or 12-L) triggered with messengers,,,0.009584777,0.006023994,0.026567896,0.005027868,Mediterranean Sea,-10.41738,9.31535105337e-05,43.8446884155273,0.1645,0.0925,0.06225,45.723,40.81927,40.582996,39.6434059143066,13.638889,,,,,,,0.659477951,6.8789,0.0,365.0,365.0,1.0,0.138814471662045,22.64275225,summer,,,,,,,TARA_005,,733.0,day,0.11475832387805,2009,66.915191,24.270961
TARA_A200000021,0.017367579,0.001912556,"Mediterranean Sea, Black Sea Province",SV Tara,TARA_20090919Z,24.8099,2009-09-20,2009-09-20 15:58:00,ZZZ,Marine Water,-1266.0,305.0,300,295.0,TARA_20090920T1558Z_005_EVENT_CAST,,,0.001387427,3.89e-07,36.0244,-4.4685,Moderate,2,Westerlies Biome,0.28453,CTD (sbe19) and Niskin bottles (8-L or 12-L) triggered with messengers,,,0.009584777,0.006023994,0.026567896,0.005027868,Mediterranean Sea,-10.41738,9.09109730855e-05,44.3434429168701,0.30325,0.30325,0.30325,45.723,40.81927,40.582996,40.9886207580566,13.638889,,,,,,,0.659477951,6.8789,0.0,365.0,365.0,1.0,0.138830289244652,22.84888975,summer,,,,,,,TARA_005,,733.0,day,0.108719445765018,2009,66.915191,24.270961
TARA_A200000028,0.017367579,0.001912556,"Mediterranean Sea, Black Sea Province",SV Tara,TARA_20090919Z,24.8099,2009-09-20,2009-09-20 15:58:00,ZZZ,Marine Water,-1266.0,125.0,120,115.0,TARA_20090920T1558Z_005_EVENT_CAST,,,0.001387427,3.89e-07,36.0244,-4.4685,Moderate,2,Westerlies Biome,0.28453,CTD (sbe19) and Niskin bottles (8-L or 12-L) triggered with messengers,,,0.009584777,0.006023994,0.026567896,0.005027868,Mediterranean Sea,-10.41738,9.09109730855e-05,44.3434429168701,0.27075,0.27075,0.27075,45.723,40.81927,40.582996,40.9886207580566,13.638889,,,,,,,0.659477951,6.8789,0.0,365.0,365.0,1.0,0.138830289244652,22.84888975,summer,,,,,,,TARA_005,,733.0,day,0.108719445765018,2009,66.915191,24.270961
TARA_A200000016,0.017367579,0.001912556,"Mediterranean Sea, Black Sea Province",SV Tara,TARA_20090919Z,24.8099,2009-09-20,2009-09-20 15:58:00,SRF,Surface Water,-1266.0,15.0,9,3.0,TARA_20090920T1558Z_005_EVENT_CAST,,,0.001387427,3.89e-07,36.0244,-4.4685,Moderate,2,Westerlies Biome,0.28453,CTD (sbe19) and Niskin bottles (8-L or 12-L) triggered with messengers,,,0.009584777,0.006023994,0.026567896,0.005027868,Mediterranean Sea,-10.41738,9.09109730855e-05,44.3434429168701,0.1645,0.0925,0.06225,45.723,40.81927,40.582996,40.9886207580566,13.638889,,,,,,,0.659477951,6.8789,0.0,365.0,365.0,1.0,0.138830289244652,22.84888975,summer,,,,,,,TARA_005,,733.0,day,0.108719445765018,2009,66.915191,24.270961
TARA_A200000027,0.017367579,0.001912556,"Mediterranean Sea, Black Sea Province",SV Tara,TARA_20090919Z,24.8099,2009-09-20,2009-09-20 15:58:00,ZZZ,Marine Water,-1266.0,195.0,190,185.0,TARA_20090920T1558Z_005_EVENT_CAST,,,0.001387427,3.89e-07,36.0244,-4.4685,Moderate,2,Westerlies Biome,0.28453,CTD (sbe19) and Niskin bottles (8-L or 12-L) triggered with messengers,,,0.009584777,0.006023994,0.026567896,0.005027868,Mediterranean Sea,-10.41738,9.09109730855e-05,44.3434429168701,0.27675,0.27675,0.27675,45.723,40.81927,40.582996,40.9886207580566,13.638889,,,,,,,0.659477951,6.8789,0.0,365.0,365.0,1.0,0.138830289244652,22.84888975,summer,,,,,,,TARA_005,,733.0,day,0.108719445765018,2009,66.915191,24.270961
TARA_Z000000049,0.017367579,0.001912556,"Mediterranean Sea, Black Sea Province",SV Tara,TARA_20090919Z,24.8099,2009-09-20,2009-09-20 16:45:00,SRF,Surface Water,-1266.0,15.0,9,3.0,TARA_20090920T1645Z_005_EVENT_NET,,,0.001387427,3.89e-07,36.0322,-4.4493,Moderate,2,Westerlies Biome,0.28453,"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3",,,0.009584777,0.006023994,0.026567896,0.005027868,Mediterranean Sea,-10.41738,9.09109730855e-05,44.3434429168701,0.1645,0.0925,0.06225,45.793747,41.029285,39.923237,40.9886207580566,13.638889,,,,,,,0.659477951,6.8789,0.0,365.0,365.0,1.0,0.138830289244652,22.84888975,summer,,,,,,,TARA_005,,733.0,day,0.108719445765018,2009,66.915191,24.270961
